chrom	length	bases	mean	min	max
1	41732233	2323571765	55.68	0	25181
2	47849963	2410412900	50.37	0	27192
3	50382502	2574359782	51.10	0	25672
4	39677845	2060168373	51.92	0	23973
5	46702114	2476965301	53.04	0	46135
6	36371416	2034190873	55.93	0	25799
7	35460007	2321403459	65.47	0	48951
8	40988899	1702058497	41.52	0	25359
9	56381885	3284378787	58.25	0	25929
ML552055	47661	137260	2.88	0	44
ML552056	46909	1581952	33.72	0	158
ML552057	40232	20415040	507.43	0	15575
ML552058	28202	6250004	221.62	0	4540
ML552059	21634	1903166	87.97	0	1498
total	395731502	21217797159	53.62	0	48951
