chrom	length	bases	mean	min	max
1	41732233	1790615279	42.91	0	10626
2	47849963	1615497480	33.76	0	7784
3	50382502	1657097509	32.89	0	12643
4	39677845	1407697430	35.48	0	5620
5	46702114	1644968278	35.22	0	26028
6	36371416	1250704066	34.39	0	15566
7	35460007	1678190790	47.33	0	41791
8	40988899	1246158140	30.40	0	8627
9	56381885	2055896249	36.46	0	10171
ML552055	47661	246751	5.18	0	56
ML552056	46909	773153	16.48	0	142
ML552057	40232	4971154	123.56	0	2019
ML552058	28202	3038167	107.73	0	2246
ML552059	21634	892978	41.28	0	707
total	395731502	14356747424	36.28	0	41791
