chrom	length	bases	mean	min	max
1	41732233	1742479429	41.75	0	27628
2	47849963	1801863946	37.66	0	18210
3	50382502	1775216050	35.23	0	20005
4	39677845	1525485434	38.45	0	19071
5	46702114	1741430930	37.29	0	26656
6	36371416	1506177853	41.41	0	21268
7	35460007	1744818426	49.21	0	41589
8	40988899	1292608811	31.54	0	18350
9	56381885	2451936304	43.49	0	19909
ML552055	47661	232343	4.87	0	39
ML552056	46909	1072449	22.86	0	57
ML552057	40232	17257221	428.94	0	18354
ML552058	28202	4403363	156.14	0	3538
ML552059	21634	1176059	54.36	0	1015
total	395731502	15606158618	39.44	0	41589
