chrom	length	bases	mean	min	max
1	41732233	1196185444	28.66	0	29429
2	47849963	1189204386	24.85	0	18444
3	50382502	1238491582	24.58	0	15390
4	39677845	979908436	24.70	0	16869
5	46702114	1233062461	26.40	0	16148
6	36371416	1033118843	28.40	0	18912
7	35460007	1074736052	30.31	0	15939
8	40988899	915962169	22.35	0	15771
9	56381885	1725373807	30.60	0	16818
ML552055	47661	49047	1.03	0	22
ML552056	46909	692389	14.76	0	69
ML552057	40232	6627929	164.74	0	6303
ML552058	28202	1780970	63.15	0	1483
ML552059	21634	851339	39.35	0	1251
total	395731502	10596044854	26.78	0	29429
