chrom	length	bases	mean	min	max
1	41732233	929826384	22.28	0	25203
2	47849963	884462658	18.48	0	13239
3	50382502	936571569	18.59	0	12741
4	39677845	746884678	18.82	0	16956
5	46702114	906875480	19.42	0	20117
6	36371416	779646377	21.44	0	18608
7	35460007	842405019	23.76	0	14413
8	40988899	667735540	16.29	0	14521
9	56381885	1359765467	24.12	0	15909
ML552055	47661	88262	1.85	0	27
ML552056	46909	611953	13.05	0	108
ML552057	40232	4516798	112.27	0	4144
ML552058	28202	1884389	66.82	0	1505
ML552059	21634	562879	26.02	0	833
total	395731502	8061837453	20.37	0	25203
