chrom	length	bases	mean	min	max
1	41732233	1292696749	30.98	0	30813
2	47849963	1372846452	28.69	0	24781
3	50382502	1389597826	27.58	0	16621
4	39677845	1065088081	26.84	0	17522
5	46702114	1339625228	28.68	0	18180
6	36371416	1125848099	30.95	0	19743
7	35460007	1212183121	34.18	0	17184
8	40988899	1011721556	24.68	0	17315
9	56381885	1876500259	33.28	0	18451
ML552055	47661	59562	1.25	0	19
ML552056	46909	911825	19.44	0	137
ML552057	40232	7042353	175.04	0	6797
ML552058	28202	2677986	94.96	0	2184
ML552059	21634	918630	42.46	0	1398
total	395731502	11697717727	29.56	0	30813
