chrom	length	bases	mean	min	max
1	41732233	1442813112	34.57	0	21338
2	47849963	1586275344	33.15	0	21408
3	50382502	1508220725	29.94	0	11800
4	39677845	1265249315	31.89	0	9847
5	46702114	1502653679	32.18	0	23258
6	36371416	1155797939	31.78	0	16476
7	35460007	1506057330	42.47	0	34845
8	40988899	1251884703	30.54	0	9931
9	56381885	1996163226	35.40	0	10020
ML552055	47661	133216	2.80	0	47
ML552056	46909	1351175	28.80	0	279
ML552057	40232	5685938	141.33	0	2220
ML552058	28202	3344153	118.58	0	1758
ML552059	21634	979141	45.26	0	1178
total	395731502	13226608996	33.42	0	34845
