chrom	length	bases	mean	min	max
1	41732233	1584961655	37.98	0	20383
2	47849963	1609056663	33.63	0	20528
3	50382502	1609405459	31.94	0	21203
4	39677845	1429171407	36.02	0	21359
5	46702114	1637904251	35.07	0	26048
6	36371416	1318954949	36.26	0	40237
7	35460007	1567002164	44.19	0	30869
8	40988899	1326217229	32.36	0	22332
9	56381885	2436031173	43.21	0	23274
ML552055	47661	115202	2.42	0	43
ML552056	46909	913933	19.48	0	151
ML552057	40232	13070244	324.87	0	8780
ML552058	28202	3414630	121.08	0	2647
ML552059	21634	7440271	343.92	0	3554
total	395731502	14543659230	36.75	0	40237
