chrom	length	bases	mean	min	max
1	41732233	1654057662	39.64	0	34591
2	47849963	1552088819	32.44	0	20991
3	50382502	1546443254	30.69	0	21979
4	39677845	1354843749	34.15	0	23364
5	46702114	1686925894	36.12	0	26311
6	36371416	1414820965	38.90	0	25334
7	35460007	1532541694	43.22	0	34087
8	40988899	1243088088	30.33	0	22575
9	56381885	2384599859	42.29	0	23285
ML552055	47661	109536	2.30	0	39
ML552056	46909	1452696	30.97	0	295
ML552057	40232	10828497	269.15	0	16554
ML552058	28202	3716889	131.80	0	2890
ML552059	21634	1055957	48.81	0	1581
total	395731502	14386573559	36.35	0	34591
