chrom	length	bases	mean	min	max
1	41732233	1441171146	34.53	0	38899
2	47849963	1447214101	30.24	0	22501
3	50382502	1577622145	31.31	0	23533
4	39677845	1258113015	31.71	0	23195
5	46702114	1458082729	31.22	0	23549
6	36371416	1200751920	33.01	0	33417
7	35460007	1511884336	42.64	0	24486
8	40988899	1167240572	28.48	0	24258
9	56381885	2268860854	40.24	0	25991
ML552055	47661	188713	3.96	0	38
ML552056	46909	823922	17.56	0	80
ML552057	40232	12897867	320.59	0	14342
ML552058	28202	4604116	163.25	0	3732
ML552059	21634	1078279	49.84	0	1615
total	395731502	13350533715	33.74	0	38899
