chrom	length	bases	mean	min	max
1	41732233	1383896236	33.16	0	19438
2	47849963	1585104235	33.13	0	31068
3	50382502	1522106367	30.21	0	17234
4	39677845	1282551253	32.32	0	5955
5	46702114	1494906338	32.01	0	30324
6	36371416	1140376101	31.35	0	12048
7	35460007	1464214085	41.29	0	39287
8	40988899	1165934313	28.45	0	19223
9	56381885	1849581918	32.80	0	9627
ML552055	47661	224277	4.71	0	57
ML552056	46909	1127623	24.04	0	180
ML552057	40232	7751863	192.68	0	3435
ML552058	28202	3241565	114.94	0	2134
ML552059	21634	988502	45.69	0	781
total	395731502	12902004676	32.60	0	39287
