chrom	length	bases	mean	min	max
1	41732233	1351027809	32.37	0	29687
2	47849963	1305180386	27.28	0	15343
3	50382502	1354813121	26.89	0	16060
4	39677845	1151183686	29.01	0	18255
5	46702114	1352385709	28.96	0	26118
6	36371416	1134289775	31.19	0	42618
7	35460007	1318057297	37.17	0	39724
8	40988899	1121355434	27.36	0	17782
9	56381885	1964186782	34.84	0	17891
ML552055	47661	101997	2.14	0	32
ML552056	46909	1261265	26.89	0	263
ML552057	40232	4440132	110.36	0	1926
ML552058	28202	3184995	112.94	0	2410
ML552059	21634	917619	42.42	0	1398
total	395731502	12062386007	30.48	0	42618
