chrom	length	bases	mean	min	max
1	41732233	1344595547	32.22	0	32435
2	47849963	1334567488	27.89	0	20539
3	50382502	1324227057	26.28	0	20997
4	39677845	1180091189	29.74	0	23348
5	46702114	1447191626	30.99	0	23690
6	36371416	1229447665	33.80	0	26357
7	35460007	1359856644	38.35	0	27519
8	40988899	1131939921	27.62	0	21810
9	56381885	2111111694	37.44	0	23264
ML552055	47661	81344	1.71	0	23
ML552056	46909	1268571	27.04	0	220
ML552057	40232	4080219	101.42	0	1824
ML552058	28202	3866745	137.11	0	3162
ML552059	21634	896370	41.43	0	1321
total	395731502	12473222080	31.52	0	32435
