chrom	length	bases	mean	min	max
1	41732233	2158260660	51.72	0	25761
2	47849963	2271523030	47.47	0	7704
3	50382502	2208175171	43.83	0	8742
4	39677845	1776294754	44.77	0	7768
5	46702114	2303156428	49.32	0	31199
6	36371416	1560461634	42.90	0	6935
7	35460007	1947275349	54.91	0	21303
8	40988899	1606617371	39.20	0	18918
9	56381885	2863512776	50.79	0	7150
ML552055	47661	1210141	25.39	0	165
ML552056	46909	1488080	31.72	0	391
ML552057	40232	7923008	196.93	0	7212
ML552058	28202	2668796	94.63	0	1595
ML552059	21634	851614	39.36	0	1262
total	395731502	18709418812	47.28	0	31199
