chrom	length	bases	mean	min	max
1	41732233	1090503012	26.13	0	24893
2	47849963	1037142554	21.67	0	23372
3	50382502	1040267023	20.65	0	24695
4	39677845	954765599	24.06	0	24135
5	46702114	1087268814	23.28	0	23982
6	36371416	901939057	24.80	0	35487
7	35460007	1013622232	28.58	0	22877
8	40988899	890125832	21.72	0	24838
9	56381885	1838549387	32.61	0	26420
ML552055	47661	74562	1.56	0	27
ML552056	46909	901127	19.21	0	213
ML552057	40232	2529235	62.87	0	1213
ML552058	28202	1955522	69.34	0	1522
ML552059	21634	623958	28.84	0	960
total	395731502	9860267914	24.92	0	35487
