chrom	length	bases	mean	min	max
1	41732233	1984789219	47.56	0	22510
2	47849963	1790742264	37.42	0	19886
3	50382502	1964585216	38.99	0	15476
4	39677845	1496004723	37.70	0	10707
5	46702114	1778588713	38.08	0	23968
6	36371416	1515831616	41.68	0	7565
7	35460007	1826892699	51.52	0	36232
8	40988899	1327899889	32.40	0	8146
9	56381885	2208215236	39.17	0	8094
ML552055	47661	79028	1.66	0	29
ML552056	46909	841756	17.94	0	161
ML552057	40232	11476715	285.26	0	7441
ML552058	28202	4576799	162.29	0	2728
ML552059	21634	1031573	47.68	0	772
total	395731502	15911555446	40.21	0	36232
