chrom	length	bases	mean	min	max
1	41732233	3147735082	75.43	0	51294
2	47849963	3311912606	69.21	0	42634
3	50382502	3227596184	64.06	0	44673
4	39677845	2778543622	70.03	0	52304
5	46702114	3197563240	68.47	0	43122
6	36371416	2533794279	69.66	0	56562
7	35460007	2735518702	77.14	0	45042
8	40988899	2653339435	64.73	0	44715
9	56381885	4860992633	86.22	0	50045
ML552055	47661	231691	4.86	0	99
ML552056	46909	3083285	65.73	0	701
ML552057	40232	59148187	1470.18	0	52323
ML552058	28202	2375150	84.22	0	1512
ML552059	21634	3658004	169.09	0	3743
total	395731502	28515492100	72.06	0	56562
