chrom	length	bases	mean	min	max
1	41732233	1462622804	35.05	0	22861
2	47849963	1588129134	33.19	0	9722
3	50382502	1643140618	32.61	0	21067
4	39677845	1416393618	35.70	0	5281
5	46702114	1656232877	35.46	0	22257
6	36371416	1368661429	37.63	0	12059
7	35460007	1463651350	41.28	0	25961
8	40988899	1301232284	31.75	0	7005
9	56381885	2064625349	36.62	0	8259
ML552055	47661	155146	3.26	0	64
ML552056	46909	1536235	32.75	0	306
ML552057	40232	12957642	322.07	0	8222
ML552058	28202	2823911	100.13	0	2166
ML552059	21634	3937657	182.01	0	1769
total	395731502	13986100054	35.34	0	25961
