chrom	length	bases	mean	min	max
1	41732233	1161335331	27.83	0	21319
2	47849963	1129295787	23.60	0	20618
3	50382502	1144539392	22.72	0	22043
4	39677845	1024192209	25.81	0	20882
5	46702114	1165546699	24.96	0	26317
6	36371416	884840001	24.33	0	24284
7	35460007	1154169801	32.55	0	22681
8	40988899	938886527	22.91	0	22073
9	56381885	1846679194	32.75	0	23872
ML552055	47661	85736	1.80	0	35
ML552056	46909	657596	14.02	0	87
ML552057	40232	9444660	234.75	0	7704
ML552058	28202	3155948	111.91	0	2327
ML552059	21634	1926081	89.03	0	1815
total	395731502	10464754962	26.44	0	26317
