chrom	length	bases	mean	min	max
1	41732233	1130604162	27.09	0	17249
2	47849963	1156337054	24.17	0	10623
3	50382502	1156812008	22.96	0	11510
4	39677845	992917959	25.02	0	10786
5	46702114	1182230545	25.31	0	20142
6	36371416	958772920	26.36	0	31940
7	35460007	1146196323	32.32	0	23344
8	40988899	979648357	23.90	0	16858
9	56381885	1625416235	28.83	0	11467
ML552055	47661	108322	2.27	0	42
ML552056	46909	778864	16.60	0	117
ML552057	40232	7012875	174.31	0	3967
ML552058	28202	2786484	98.80	0	2022
ML552059	21634	1301311	60.15	0	1443
total	395731502	10340923419	26.13	0	31940
