chrom	length	bases	mean	min	max
1	41732233	1070101831	25.64	0	11764
2	47849963	1096444113	22.91	0	7823
3	50382502	1177236337	23.37	0	14290
4	39677845	933109338	23.52	0	7967
5	46702114	1112665685	23.82	0	16940
6	36371416	787067200	21.64	0	11307
7	35460007	1037266072	29.25	0	26176
8	40988899	806946767	19.69	0	8462
9	56381885	1449612717	25.71	0	8737
ML552055	47661	115837	2.43	0	25
ML552056	46909	705397	15.04	0	78
ML552057	40232	12013400	298.60	0	13778
ML552058	28202	2432047	86.24	0	2017
ML552059	21634	662679	30.63	0	580
total	395731502	9486379420	23.97	0	26176
