chrom	length	bases	mean	min	max
1	41732233	1272508502	30.49	0	24476
2	47849963	1280799352	26.77	0	23719
3	50382502	1314687487	26.09	0	25506
4	39677845	1142479039	28.79	0	25818
5	46702114	1271620812	27.23	0	25146
6	36371416	1050037522	28.87	0	30040
7	35460007	1225340885	34.56	0	27129
8	40988899	1121424194	27.36	0	26189
9	56381885	2098056941	37.21	0	27627
ML552055	47661	895537	18.79	0	50
ML552056	46909	739634	15.77	0	43
ML552057	40232	7452395	185.24	0	2399
ML552058	28202	2796494	99.16	0	2152
ML552059	21634	3685691	170.37	0	1635
total	395731502	11792524485	29.80	0	30040
