chrom	length	bases	mean	min	max
1	41732233	1711813097	41.02	0	42511
2	47849963	1790472529	37.42	0	7289
3	50382502	1849994440	36.72	0	25258
4	39677845	1482357746	37.36	0	7257
5	46702114	1819601048	38.96	0	31802
6	36371416	1483035801	40.77	0	35293
7	35460007	1838843704	51.86	0	28576
8	40988899	1457418361	35.56	0	21460
9	56381885	2318926911	41.13	0	8183
ML552055	47661	263155	5.52	0	48
ML552056	46909	1645578	35.08	0	319
ML552057	40232	11701562	290.85	0	11389
ML552058	28202	7483924	265.37	0	5800
ML552059	21634	1287173	59.50	0	2039
total	395731502	15774845029	39.86	0	42511
