chrom	length	bases	mean	min	max
1	41732233	2176684208	52.16	0	29447
2	47849963	2125125902	44.41	0	24740
3	50382502	2155213662	42.78	0	25907
4	39677845	1876324616	47.29	0	31072
5	46702114	2192399636	46.94	0	29033
6	36371416	1678420503	46.15	0	33669
7	35460007	2043135535	57.62	0	27734
8	40988899	1801683982	43.96	0	26610
9	56381885	3193186660	56.63	0	30013
ML552055	47661	325454	6.83	0	68
ML552056	46909	2020344	43.07	0	406
ML552057	40232	6200533	154.12	0	2709
ML552058	28202	5371071	190.45	0	3721
ML552059	21634	1405057	64.95	0	1812
total	395731502	19257497163	48.66	0	33669
