chrom	length	bases	mean	min	max
1	41732233	1658659564	39.75	0	15612
2	47849963	1912396018	39.97	0	18456
3	50382502	1753457687	34.80	0	7438
4	39677845	1443321366	36.38	0	6585
5	46702114	1770903936	37.92	0	19018
6	36371416	1517404082	41.72	0	13832
7	35460007	1763343419	49.73	0	22699
8	40988899	1385238870	33.80	0	9407
9	56381885	2250217388	39.91	0	7221
ML552055	47661	103726	2.18	0	35
ML552056	46909	1264708	26.96	0	195
ML552057	40232	4985033	123.91	0	6554
ML552058	28202	5201561	184.44	0	3985
ML552059	21634	352905	16.31	0	440
total	395731502	15466850263	39.08	0	22699
