chrom	length	bases	mean	min	max
1	41732233	2355263399	56.44	0	28894
2	47849963	2264779240	47.33	0	24599
3	50382502	2516863916	49.96	0	18866
4	39677845	1983180314	49.98	0	18221
5	46702114	2385063783	51.07	0	27955
6	36371416	1873326875	51.51	0	18829
7	35460007	2348752697	66.24	0	34743
8	40988899	1763873781	43.03	0	16332
9	56381885	3162498058	56.09	0	18377
ML552055	47661	126234	2.65	0	39
ML552056	46909	1166933	24.88	0	224
ML552057	40232	20955470	520.87	0	15865
ML552058	28202	9735290	345.20	0	5856
ML552059	21634	1430612	66.13	0	1346
total	395731502	20687016602	52.28	0	34743
