chrom	length	bases	mean	min	max
1	41732233	1323466236	31.71	0	28095
2	47849963	1303863103	27.25	0	22979
3	50382502	1331951547	26.44	0	23806
4	39677845	1188297692	29.95	0	25743
5	46702114	1362861082	29.18	0	25495
6	36371416	1155591539	31.77	0	43507
7	35460007	1380287950	38.93	0	27555
8	40988899	1085927678	26.49	0	24290
9	56381885	2156080818	38.24	0	26174
ML552055	47661	108488	2.28	0	37
ML552056	46909	1236920	26.37	0	229
ML552057	40232	3910251	97.19	0	1861
ML552058	28202	3841580	136.22	0	3068
ML552059	21634	950826	43.95	0	1422
total	395731502	12298375710	31.08	0	43507
