chrom	length	bases	mean	min	max
1	41732233	1750747000	41.95	0	29274
2	47849963	1572626481	32.87	0	8337
3	50382502	1621288856	32.18	0	16417
4	39677845	1277811955	32.20	0	4714
5	46702114	1600647845	34.27	0	31590
6	36371416	1188000118	32.66	0	9301
7	35460007	1699701541	47.93	0	29052
8	40988899	1304135971	31.82	0	21178
9	56381885	1972486452	34.98	0	11762
ML552055	47661	109743	2.30	0	42
ML552056	46909	896045	19.10	0	111
ML552057	40232	8605640	213.90	0	6777
ML552058	28202	4286360	151.99	0	2925
ML552059	21634	967334	44.71	0	1211
total	395731502	14002311341	35.38	0	31590
