chrom	length	bases	mean	min	max
1	41732233	1516978151	36.35	0	30199
2	47849963	1518854840	31.74	0	16061
3	50382502	1551660036	30.80	0	17125
4	39677845	1316330212	33.18	0	16401
5	46702114	1567294617	33.56	0	27671
6	36371416	1297872963	35.68	0	46591
7	35460007	1503054729	42.39	0	39988
8	40988899	1245905203	30.40	0	19844
9	56381885	2218767558	39.35	0	18314
ML552055	47661	111320	2.34	0	34
ML552056	46909	1328640	28.32	0	263
ML552057	40232	4554337	113.20	0	2140
ML552058	28202	3813623	135.23	0	3146
ML552059	21634	1017797	47.05	0	1598
total	395731502	13747544026	34.74	0	46591
