chrom	length	bases	mean	min	max
1	41732233	1242862556	29.78	0	22490
2	47849963	1220616090	25.51	0	17071
3	50382502	1340945779	26.62	0	17597
4	39677845	1079135204	27.20	0	18789
5	46702114	1238111996	26.51	0	23622
6	36371416	1041527400	28.64	0	20347
7	35460007	1162377923	32.78	0	22619
8	40988899	1002464583	24.46	0	18179
9	56381885	1924750196	34.14	0	19418
ML552055	47661	912951	19.16	0	51
ML552056	46909	568522	12.12	0	102
ML552057	40232	11447040	284.53	0	9760
ML552058	28202	2072481	73.49	0	1678
ML552059	21634	896094	41.42	0	842
total	395731502	11268688815	28.48	0	23622
