chrom	length	bases	mean	min	max
1	41732233	2314467849	55.46	0	37476
2	47849963	2232265322	46.65	0	11250
3	50382502	2246975082	44.60	0	16926
4	39677845	1803992305	45.47	0	5473
5	46702114	2245664607	48.08	0	36558
6	36371416	1668043647	45.86	0	12771
7	35460007	2369522213	66.82	0	28070
8	40988899	1829730407	44.64	0	30921
9	56381885	2745951755	48.70	0	13640
ML552055	47661	1879288	39.43	0	144
ML552056	46909	1333809	28.43	0	169
ML552057	40232	17834773	443.30	0	11148
ML552058	28202	8384641	297.31	0	4905
ML552059	21634	1399716	64.70	0	1750
total	395731502	19487445414	49.24	0	37476
