chrom	length	bases	mean	min	max
1	41732233	897243923	21.50	0	22061
2	47849963	893486654	18.67	0	17134
3	50382502	912320316	18.11	0	17986
4	39677845	809365135	20.40	0	18262
5	46702114	983020919	21.05	0	19561
6	36371416	782345404	21.51	0	28647
7	35460007	913721680	25.77	0	30601
8	40988899	769341164	18.77	0	18617
9	56381885	1500385380	26.61	0	20358
ML552055	47661	82747	1.74	0	37
ML552056	46909	813968	17.35	0	173
ML552057	40232	3074264	76.41	0	1330
ML552058	28202	2292691	81.30	0	1758
ML552059	21634	679597	31.41	0	1002
total	395731502	8468173842	21.40	0	30601
