chrom	length	bases	mean	min	max
1	41732233	1506784194	36.11	0	46137
2	47849963	1512777890	31.62	0	18237
3	50382502	1497093013	29.71	0	19128
4	39677845	1282865813	32.33	0	18906
5	46702114	1522719636	32.60	0	27511
6	36371416	1183291579	32.53	0	21497
7	35460007	1478613467	41.70	0	20063
8	40988899	1245761220	30.39	0	21605
9	56381885	2255679631	40.01	0	20409
ML552055	47661	116895	2.45	0	41
ML552056	46909	1384437	29.51	0	254
ML552057	40232	11353143	282.19	0	10332
ML552058	28202	4343113	154.00	0	3168
ML552059	21634	1119136	51.73	0	1684
total	395731502	13503903167	34.12	0	46137
