chrom	length	bases	mean	min	max
1	41732233	919425305	22.03	0	21347
2	47849963	1005054097	21.00	0	17830
3	50382502	955893596	18.97	0	10121
4	39677845	804059442	20.26	0	7101
5	46702114	975012615	20.88	0	18718
6	36371416	761815351	20.95	0	13038
7	35460007	920360427	25.95	0	23192
8	40988899	792201712	19.33	0	17606
9	56381885	1290014326	22.88	0	8538
ML552055	47661	820927	17.22	0	68
ML552056	46909	855672	18.24	0	142
ML552057	40232	3650170	90.73	0	1467
ML552058	28202	1598153	56.67	0	1083
ML552059	21634	721505	33.35	0	878
total	395731502	8431483298	21.31	0	23192
