chrom	length	bases	mean	min	max
1	41732233	1252220841	30.01	0	31690
2	47849963	1217149119	25.44	0	18932
3	50382502	1225481985	24.32	0	19527
4	39677845	1093635665	27.56	0	22866
5	46702114	1269351827	27.18	0	25009
6	36371416	1071388291	29.46	0	40907
7	35460007	1255879257	35.42	0	26730
8	40988899	1048925127	25.59	0	20346
9	56381885	1942745697	34.46	0	21900
ML552055	47661	87005	1.83	0	22
ML552056	46909	1121778	23.91	0	222
ML552057	40232	3701201	92.00	0	1818
ML552058	28202	3316570	117.60	0	2768
ML552059	21634	860617	39.78	0	1275
total	395731502	11385864980	28.77	0	40907
