chrom	length	bases	mean	min	max
1	41732233	1228327428	29.43	0	19756
2	47849963	1284857990	26.85	0	20708
3	50382502	1232706804	24.47	0	19234
4	39677845	1167095474	29.41	0	22060
5	46702114	1250677032	26.78	0	24639
6	36371416	946062990	26.01	0	24628
7	35460007	1267537264	35.75	0	29887
8	40988899	989316418	24.14	0	19615
9	56381885	1903515705	33.76	0	20798
ML552055	47661	599115	12.57	0	85
ML552056	46909	875124	18.66	0	109
ML552057	40232	8948107	222.41	0	3763
ML552058	28202	3284530	116.46	0	2601
ML552059	21634	3919897	181.19	0	1570
total	395731502	11287723878	28.52	0	29887
