chrom	length	bases	mean	min	max
1	41732233	1296238042	31.06	0	23744
2	47849963	1340268943	28.01	0	7663
3	50382502	1371558108	27.22	0	10067
4	39677845	1120196068	28.23	0	7924
5	46702114	1365285082	29.23	0	24505
6	36371416	1129230061	31.05	0	43486
7	35460007	1236541510	34.87	0	34592
8	40988899	1086898976	26.52	0	14422
9	56381885	1781159300	31.59	0	9189
ML552055	47661	99934	2.10	0	30
ML552056	46909	1150678	24.53	0	236
ML552057	40232	4434127	110.21	0	2099
ML552058	28202	2282845	80.95	0	1764
ML552059	21634	977106	45.17	0	1286
total	395731502	11736320780	29.66	0	43486
