chrom	length	bases	mean	min	max
1	41732233	1364794638	32.70	0	19761
2	47849963	1439559491	30.08	0	25902
3	50382502	1445565933	28.69	0	17259
4	39677845	1163046681	29.31	0	18190
5	46702114	1329627676	28.47	0	18154
6	36371416	1169310212	32.15	0	20779
7	35460007	1271181426	35.85	0	20910
8	40988899	1080052871	26.35	0	17994
9	56381885	2023695532	35.89	0	18939
ML552055	47661	72898	1.53	0	29
ML552056	46909	856380	18.26	0	108
ML552057	40232	8020043	199.34	0	7373
ML552058	28202	2664360	94.47	0	2146
ML552059	21634	899566	41.58	0	872
total	395731502	12299347707	31.08	0	25902
