chrom	length	bases	mean	min	max
1	41732233	1379111966	33.05	0	27084
2	47849963	1391118765	29.07	0	8473
3	50382502	1399548903	27.78	0	10974
4	39677845	1175883618	29.64	0	8833
5	46702114	1422573758	30.46	0	24254
6	36371416	1154223339	31.73	0	41539
7	35460007	1511716417	42.63	0	35689
8	40988899	1148703580	28.02	0	9312
9	56381885	1876845491	33.29	0	9377
ML552055	47661	100095	2.10	0	32
ML552056	46909	1248873	26.62	0	219
ML552057	40232	3911842	97.23	0	1774
ML552058	28202	5360147	190.06	0	4274
ML552059	21634	850824	39.33	0	1310
total	395731502	12471197618	31.51	0	41539
