chrom	length	bases	mean	min	max
1	41732233	1615935128	38.72	0	38626
2	47849963	1643552588	34.35	0	16809
3	50382502	1693624081	33.62	0	19491
4	39677845	1417997393	35.74	0	16624
5	46702114	1705077057	36.51	0	27106
6	36371416	1370387404	37.68	0	28837
7	35460007	1606314486	45.30	0	18674
8	40988899	1347731171	32.88	0	18059
9	56381885	2393429561	42.45	0	18807
ML552055	47661	261486	5.49	0	46
ML552056	46909	1484679	31.65	0	322
ML552057	40232	14890071	370.11	0	19149
ML552058	28202	4187219	148.47	0	3246
ML552059	21634	1073852	49.64	0	1632
total	395731502	14815946176	37.44	0	38626
