chrom	length	bases	mean	min	max
1	41732233	1033925348	24.78	0	15341
2	47849963	1082702105	22.63	0	15393
3	50382502	1036804595	20.58	0	15886
4	39677845	1010041229	25.46	0	18350
5	46702114	1051213495	22.51	0	15653
6	36371416	897414023	24.67	0	35265
7	35460007	1196270170	33.74	0	26550
8	40988899	854837928	20.86	0	16284
9	56381885	1628662578	28.89	0	17374
ML552055	47661	64533	1.35	0	19
ML552056	46909	711084	15.16	0	93
ML552057	40232	8557074	212.69	0	2655
ML552058	28202	4423668	156.86	0	3618
ML552059	21634	3170067	146.53	0	1450
total	395731502	9808797897	24.79	0	35265
