chrom	length	bases	mean	min	max
1	41732233	1310878058	31.41	0	26978
2	47849963	1366391857	28.56	0	25071
3	50382502	1303491236	25.87	0	21243
4	39677845	1139350684	28.72	0	20427
5	46702114	1320320479	28.27	0	21257
6	36371416	1021333332	28.08	0	23896
7	35460007	1226046703	34.58	0	27013
8	40988899	1078673090	26.32	0	22109
9	56381885	2044652629	36.26	0	23150
ML552055	47661	119345	2.50	0	49
ML552056	46909	1224444	26.10	0	281
ML552057	40232	3880852	96.46	0	1917
ML552058	28202	2479493	87.92	0	1962
ML552059	21634	1030816	47.65	0	1538
total	395731502	11819873018	29.87	0	27013
