chrom	length	bases	mean	min	max
1	41732233	1473681948	35.31	0	29388
2	47849963	1497067237	31.29	0	17555
3	50382502	1525535056	30.28	0	20919
4	39677845	1329477780	33.51	0	18601
5	46702114	1505397055	32.23	0	23613
6	36371416	1305556313	35.90	0	21148
7	35460007	1504894578	42.44	0	30494
8	40988899	1235019524	30.13	0	18588
9	56381885	2184914981	38.75	0	19730
ML552055	47661	241997	5.08	0	48
ML552056	46909	859433	18.32	0	119
ML552057	40232	13297983	330.53	0	21246
ML552058	28202	3623486	128.48	0	2914
ML552059	21634	10679	0.49	0	25
total	395731502	13579578050	34.32	0	30494
