chrom	length	bases	mean	min	max
1	41732233	1509733460	36.18	0	15655
2	47849963	1556830107	32.54	0	15518
3	50382502	1573758838	31.24	0	16361
4	39677845	1412673830	35.60	0	16027
5	46702114	1595791202	34.17	0	29109
6	36371416	1293088705	35.55	0	40986
7	35460007	1488400840	41.97	0	33965
8	40988899	1285040084	31.35	0	16777
9	56381885	2239781030	39.73	0	17604
ML552055	47661	271800	5.70	0	60
ML552056	46909	884443	18.85	0	134
ML552057	40232	6225641	154.74	0	3665
ML552058	28202	2156914	76.48	0	1826
ML552059	21634	939270	43.42	0	828
total	395731502	13965576164	35.29	0	40986
