chrom	length	bases	mean	min	max
1	41732233	1437628139	34.45	0	28425
2	47849963	1451440763	30.33	0	27185
3	50382502	1492295977	29.62	0	29341
4	39677845	1300539661	32.78	0	29926
5	46702114	1439715694	30.83	0	28397
6	36371416	1192931672	32.80	0	34596
7	35460007	1341463254	37.83	0	30101
8	40988899	1274022544	31.08	0	29560
9	56381885	2389647399	42.38	0	31194
ML552055	47661	995298	20.88	0	54
ML552056	46909	872730	18.60	0	51
ML552057	40232	8319910	206.80	0	2484
ML552058	28202	2328726	82.57	0	1827
ML552059	21634	4104626	189.73	0	1822
total	395731502	13336306393	33.70	0	34596
