chrom	length	bases	mean	min	max
1	41732233	1230910095	29.50	0	16981
2	47849963	1247417450	26.07	0	16728
3	50382502	1276041857	25.33	0	17305
4	39677845	1151157754	29.01	0	16824
5	46702114	1312645574	28.11	0	24218
6	36371416	1101291858	30.28	0	19902
7	35460007	1288340308	36.33	0	41821
8	40988899	992963887	24.23	0	17528
9	56381885	1906809046	33.82	0	18756
ML552055	47661	159383	3.34	0	30
ML552056	46909	808397	17.23	0	103
ML552057	40232	12447660	309.40	0	14438
ML552058	28202	2659206	94.29	0	2193
ML552059	21634	889404	41.11	0	825
total	395731502	11524541879	29.12	0	41821
