chrom	length	bases	mean	min	max
1	41732233	1150136136	27.56	0	26105
2	47849963	1089404555	22.77	0	22898
3	50382502	1091659577	21.67	0	23159
4	39677845	1008613765	25.42	0	26825
5	46702114	1144186195	24.50	0	25573
6	36371416	946457080	26.02	0	33241
7	35460007	1179172974	33.25	0	23926
8	40988899	937474900	22.87	0	24587
9	56381885	1929216464	34.22	0	28043
ML552055	47661	75796	1.59	0	25
ML552056	46909	957561	20.41	0	182
ML552057	40232	2767910	68.80	0	1297
ML552058	28202	4175194	148.05	0	3278
ML552059	21634	655406	30.30	0	1006
total	395731502	10484953513	26.50	0	33241
