chrom	length	bases	mean	min	max
1	41732233	2065944931	49.50	0	36672
2	47849963	2163308276	45.21	0	7704
3	50382502	2174440121	43.16	0	13094
4	39677845	1749610457	44.10	0	8163
5	46702114	2182909158	46.74	0	26303
6	36371416	1596446749	43.89	0	21329
7	35460007	1860018389	52.45	0	29756
8	40988899	1697232098	41.41	0	9679
9	56381885	2770410044	49.14	0	10827
ML552055	47661	371014	7.78	0	66
ML552056	46909	1986441	42.35	0	463
ML552057	40232	4896205	121.70	0	2345
ML552058	28202	2074191	73.55	0	1575
ML552059	21634	1104618	51.06	0	1617
total	395731502	18270752692	46.17	0	36672
