chrom	length	bases	mean	min	max
1	41732233	905967553	21.71	0	21350
2	47849963	1005195172	21.01	0	18716
3	50382502	974037080	19.33	0	10465
4	39677845	791149558	19.94	0	6097
5	46702114	958495308	20.52	0	17160
6	36371416	732398075	20.14	0	11502
7	35460007	889879348	25.10	0	24800
8	40988899	764977692	18.66	0	6367
9	56381885	1250333631	22.18	0	6486
ML552055	47661	84231	1.77	0	27
ML552056	46909	889825	18.97	0	168
ML552057	40232	3993206	99.25	0	1525
ML552058	28202	1323358	46.92	0	852
ML552059	21634	777664	35.95	0	975
total	395731502	8279501701	20.92	0	24800
