chrom	length	bases	mean	min	max
1	41732233	949647138	22.76	0	21406
2	47849963	938587835	19.62	0	13175
3	50382502	976201787	19.38	0	13110
4	39677845	763338637	19.24	0	17328
5	46702114	903371913	19.34	0	16924
6	36371416	672232324	18.48	0	19059
7	35460007	825407209	23.28	0	14736
8	40988899	695680435	16.97	0	14668
9	56381885	1380280433	24.48	0	15443
ML552055	47661	51996	1.09	0	15
ML552056	46909	864793	18.44	0	171
ML552057	40232	6281200	156.12	0	9894
ML552058	28202	1459317	51.75	0	1141
ML552059	21634	636660	29.43	0	930
total	395731502	8114041677	20.50	0	21406
