chrom	length	bases	mean	min	max
1	41732233	1688364318	40.46	0	28494
2	47849963	1724818218	36.05	0	10436
3	50382502	1749763768	34.73	0	14292
4	39677845	1490865268	37.57	0	11621
5	46702114	1790479284	38.34	0	32803
6	36371416	1431618645	39.36	0	46779
7	35460007	1558648266	43.96	0	35406
8	40988899	1405941004	34.30	0	18025
9	56381885	2319406750	41.14	0	11315
ML552055	47661	269797	5.66	0	49
ML552056	46909	999846	21.31	0	142
ML552057	40232	12136130	301.65	0	12502
ML552058	28202	1661237	58.90	0	1097
ML552059	21634	1137740	52.59	0	1722
total	395731502	15176110271	38.35	0	46779
