chrom	length	bases	mean	min	max
1	41732233	2034413981	48.75	0	26881
2	47849963	1894942924	39.60	0	12714
3	50382502	2051667399	40.72	0	20865
4	39677845	1533419329	38.65	0	4992
5	46702114	1874923904	40.15	0	24602
6	36371416	1607824440	44.21	0	11859
7	35460007	1955691002	55.15	0	36299
8	40988899	1349391077	32.92	0	8687
9	56381885	2344559361	41.58	0	10465
ML552055	47661	249245	5.23	0	49
ML552056	46909	1290187	27.50	0	155
ML552057	40232	29632850	736.55	0	18339
ML552058	28202	4807176	170.46	0	3045
ML552059	21634	9765337	451.39	0	4776
total	395731502	16692578212	42.18	0	36299
