chrom	length	bases	mean	min	max
1	41732233	1504725550	36.06	0	22304
2	47849963	1609172976	33.63	0	27115
3	50382502	1524278166	30.25	0	21987
4	39677845	1409268533	35.52	0	25843
5	46702114	1527317251	32.70	0	20511
6	36371416	1165736776	32.05	0	28996
7	35460007	1331974129	37.56	0	21684
8	40988899	1219938466	29.76	0	24488
9	56381885	2390216717	42.39	0	29285
ML552055	47661	93011	1.95	0	36
ML552056	46909	676623	14.42	0	103
ML552057	40232	12103669	300.85	0	9106
ML552058	28202	1628342	57.74	0	1229
ML552059	21634	3983618	184.14	0	1787
total	395731502	13701113827	34.62	0	29285
