chrom	length	bases	mean	min	max
1	41732233	2216349542	53.11	0	31873
2	47849963	2291754197	47.89	0	28795
3	50382502	2302772731	45.71	0	31654
4	39677845	2089365647	52.66	0	34240
5	46702114	2443640708	52.32	0	28697
6	36371416	2005135292	55.13	0	53309
7	35460007	2360287212	66.56	0	51458
8	40988899	1955445755	47.71	0	30181
9	56381885	3425685534	60.76	0	33670
ML552055	47661	177341	3.72	0	58
ML552056	46909	1272518	27.13	0	172
ML552057	40232	11283172	280.45	0	6369
ML552058	28202	7814469	277.09	0	5622
ML552059	21634	1698333	78.50	0	1372
total	395731502	21112682451	53.35	0	53309
