chrom	length	bases	mean	min	max
1	41732233	1985921624	47.59	0	32166
2	47849963	1797305726	37.56	0	6426
3	50382502	1850010367	36.72	0	22789
4	39677845	1479286729	37.28	0	5325
5	46702114	1843504595	39.47	0	26127
6	36371416	1487056283	40.89	0	40767
7	35460007	2331688068	65.76	0	42055
8	40988899	1394814328	34.03	0	7979
9	56381885	2278894148	40.42	0	10245
ML552055	47661	269946	5.66	0	56
ML552056	46909	1198452	25.55	0	172
ML552057	40232	15718206	390.69	0	6959
ML552058	28202	11947984	423.66	0	8219
ML552059	21634	1044087	48.26	0	1313
total	395731502	16478660543	41.64	0	42055
