chrom	length	bases	mean	min	max
1	41732233	1457244135	34.92	0	26609
2	47849963	1495157319	31.25	0	5357
3	50382502	1520560402	30.18	0	13022
4	39677845	1250934036	31.53	0	5456
5	46702114	1530268355	32.77	0	34997
6	36371416	1119364627	30.78	0	11800
7	35460007	1441329343	40.65	0	30459
8	40988899	1239207158	30.23	0	8568
9	56381885	1932554098	34.28	0	7362
ML552055	47661	111105	2.33	0	40
ML552056	46909	1383125	29.49	0	241
ML552057	40232	4328369	107.59	0	2312
ML552058	28202	3252702	115.34	0	2682
ML552059	21634	1080318	49.94	0	1688
total	395731502	12996775092	32.84	0	34997
