chrom	length	bases	mean	min	max
1	41732233	1612741734	38.64	0	17398
2	47849963	1641886565	34.31	0	16949
3	50382502	1688971830	33.52	0	18539
4	39677845	1477951782	37.25	0	17115
5	46702114	1757218106	37.63	0	28982
6	36371416	1521560358	41.83	0	19883
7	35460007	1594476841	44.97	0	38537
8	40988899	1319488328	32.19	0	17644
9	56381885	2381425698	42.24	0	19348
ML552055	47661	177662	3.73	0	44
ML552056	46909	1530014	32.62	0	340
ML552057	40232	5738694	142.64	0	2322
ML552058	28202	3998960	141.80	0	2973
ML552059	21634	1236471	57.15	0	1148
total	395731502	15008403043	37.93	0	38537
