chrom	length	bases	mean	min	max
1	41732233	3464679523	83.02	0	23572
2	47849963	3724337304	77.83	0	20933
3	50382502	3568656551	70.83	0	32338
4	39677845	3050301711	76.88	0	16275
5	46702114	3742111887	80.13	0	31454
6	36371416	3061516568	84.17	0	14980
7	35460007	3339396236	94.17	0	49845
8	40988899	2643021648	64.48	0	12703
9	56381885	4404505421	78.12	0	11495
ML552055	47661	449738	9.44	0	85
ML552056	46909	2500401	53.30	0	265
ML552057	40232	35552288	883.68	0	33854
ML552058	28202	8616540	305.53	0	6893
ML552059	21634	2210929	102.20	0	2119
total	395731502	31047856745	78.46	0	49845
