chrom	length	bases	mean	min	max
1	41732233	1186660418	28.44	0	26659
2	47849963	1203872451	25.16	0	15606
3	50382502	1207647562	23.97	0	15302
4	39677845	1072538953	27.03	0	14888
5	46702114	1197845644	25.65	0	20456
6	36371416	1017866798	27.99	0	36115
7	35460007	1226695612	34.59	0	36917
8	40988899	923879163	22.54	0	16026
9	56381885	1797108089	31.87	0	17477
ML552055	47661	171119	3.59	0	39
ML552056	46909	601991	12.83	0	96
ML552057	40232	12613779	313.53	0	11779
ML552058	28202	3422916	121.37	0	2630
ML552059	21634	836794	38.68	0	790
total	395731502	10851761289	27.42	0	36917
