chrom	length	bases	mean	min	max
1	41732233	1441864936	34.55	0	39796
2	47849963	1410762706	29.48	0	26470
3	50382502	1440049536	28.58	0	26740
4	39677845	1299152887	32.74	0	27617
5	46702114	1475142241	31.59	0	25876
6	36371416	1141422833	31.38	0	31416
7	35460007	1407671516	39.70	0	26955
8	40988899	1185771782	28.93	0	27330
9	56381885	2367006130	41.98	0	29944
ML552055	47661	1106820	23.22	0	64
ML552056	46909	974339	20.77	0	115
ML552057	40232	12843261	319.23	0	15092
ML552058	28202	3139393	111.32	0	2465
ML552059	21634	1105118	51.08	0	1608
total	395731502	13188013498	33.33	0	39796
