chrom	length	bases	mean	min	max
1	41732233	1064922291	25.52	0	25189
2	47849963	1045135333	21.84	0	15961
3	50382502	1086873956	21.57	0	16180
4	39677845	933543893	23.53	0	17478
5	46702114	1090857700	23.36	0	21549
6	36371416	906279408	24.92	0	36259
7	35460007	1131847515	31.92	0	35885
8	40988899	852369904	20.80	0	16741
9	56381885	1648982697	29.25	0	17516
ML552055	47661	159620	3.35	0	47
ML552056	46909	944393	20.13	0	187
ML552057	40232	3548096	88.19	0	1415
ML552058	28202	3478003	123.32	0	2801
ML552059	21634	726129	33.56	0	1115
total	395731502	9769668938	24.69	0	36259
