chrom	length	bases	mean	min	max
1	41732233	1377121571	33.00	0	23615
2	47849963	1346228486	28.13	0	17125
3	50382502	1467261839	29.12	0	17452
4	39677845	1193057426	30.07	0	15539
5	46702114	1354959420	29.01	0	22763
6	36371416	1113456390	30.61	0	16525
7	35460007	1353752309	38.18	0	27125
8	40988899	1020794211	24.90	0	16956
9	56381885	1989134475	35.28	0	17681
ML552055	47661	175596	3.68	0	27
ML552056	46909	578676	12.34	0	126
ML552057	40232	15037651	373.77	0	11909
ML552058	28202	4608572	163.41	0	3055
ML552059	21634	1023782	47.32	0	942
total	395731502	12237190404	30.92	0	27125
