chrom	length	bases	mean	min	max
1	41732233	2599592152	62.29	0	30807
2	47849963	2375471464	49.64	0	9462
3	50382502	2367627679	46.99	0	14632
4	39677845	1922001147	48.44	0	5530
5	46702114	2412049311	51.65	0	41710
6	36371416	1779115657	48.92	0	10730
7	35460007	2279623159	64.29	0	26324
8	40988899	1812935528	44.23	0	14399
9	56381885	2884855160	51.17	0	12368
ML552055	47661	486457	10.21	0	121
ML552056	46909	2054170	43.79	0	291
ML552057	40232	12261266	304.76	0	11153
ML552058	28202	3814338	135.25	0	2752
ML552059	21634	1513904	69.98	0	1863
total	395731502	20453401392	51.69	0	41710
