chrom	length	bases	mean	min	max
1	41732233	1721656504	41.25	0	33795
2	47849963	1729006374	36.13	0	19515
3	50382502	1683252462	33.41	0	19866
4	39677845	1405060257	35.41	0	20294
5	46702114	1674927769	35.86	0	24200
6	36371416	1432539908	39.39	0	22174
7	35460007	1512877675	42.66	0	35731
8	40988899	1359991944	33.18	0	20766
9	56381885	2460500081	43.64	0	21799
ML552055	47661	282933	5.94	0	60
ML552056	46909	1073281	22.88	0	99
ML552057	40232	8974251	223.06	0	8423
ML552058	28202	1812473	64.27	0	1556
ML552059	21634	1106510	51.15	0	1720
total	395731502	14993062422	37.89	0	35731
